"city","time_index","actual_pm25","predicted_pm25","error"
"Kolkata",34,254.0975,205.517825867006,48.5796741329942
"Kolkata",35,281.731333333333,205.517825861471,76.2135074718626
"Kolkata",36,264.087647058824,205.517825859678,58.5698211991452
"Kolkata",37,271.787222222222,205.517825859348,66.2693963628746
"Kolkata",38,275.275555555556,205.517825859486,69.7577296960691
"Kolkata",39,257.975,205.517825859709,52.4571741402913
"Kolkata",40,230.942,205.517825859892,25.4241741401084
"Kolkata",41,172.5275,205.517825860014,32.990325860014
"Kolkata",42,185.225,205.517825860087,20.2928258600871
"Kolkata",43,233.878181818182,205.517825860127,28.3603559580544
"Kolkata",44,214.788461538462,205.517825860148,9.27063567831337
"Kolkata",45,235.64,205.517825860158,30.1221741398419
"Kolkata",46,228.077058823529,205.517825860163,22.5592329633668
"Kolkata",47,218.3785,205.517825860164,12.8606741398357
"Kolkata",48,250.929166666667,205.517825860165,45.4113408065017
"Kolkata",49,283.364285714286,205.517825860165,77.8464598541206
"Kolkata",50,235.881428571429,205.517825860165,30.3636027112635
"Kolkata",51,265.0175,205.517825860165,59.499674139835
"Kolkata",52,229.6325,205.517825860165,24.114674139835
"Kolkata",53,269.561538461538,205.517825860165,64.0437126013736
"Kolkata",54,215.245789473684,205.517825860165,9.72796361351931
"Kolkata",55,222.093529411765,205.517825860165,16.5757035515998
"Kolkata",56,213.084444444444,205.517825860165,7.56661858427955
"Kolkata",57,266.17625,205.517825860165,60.6584241398351
"Kolkata",58,204.88,205.517825860165,0.637825860164895
"Chennai",1,84.1283333333333,73.4019550222033,10.72637831113
"Chennai",2,117.2125,78.5003779437947,38.7121220562053
"Chennai",3,38.8034782608696,78.5003779437947,39.6968996829252
"Chennai",4,18.9075,78.5003779437947,59.5928779437947
"Chennai",5,16.6804166666667,78.5003779437947,61.8199612771281
"Chennai",6,27.50375,78.5003779437947,50.9966279437947
"Chennai",7,34.7729166666667,78.5003779437947,43.7274612771281
"Chennai",8,66.3383333333333,78.5003779437947,12.1620446104614
"Chennai",9,52.3154166666667,78.5003779437947,26.1849612771281
"Chennai",10,33.9170833333333,78.5003779437947,44.5832946104614
"Chennai",11,59.36375,78.5003779437947,19.1366279437947
"Chennai",12,26.455,78.5003779437947,52.0453779437947
"Chennai",13,15.945,78.5003779437947,62.5553779437947
"Chennai",14,31.355,78.5003779437947,47.1453779437947
"Chennai",15,28.47875,78.5003779437947,50.0216279437947
"Chennai",16,21.98875,78.5003779437947,56.5116279437947
"Chennai",17,48.1158333333333,78.5003779437947,30.3845446104614
"Chennai",18,15.3816666666667,78.5003779437947,63.1187112771281
"Chennai",19,11.9079166666667,78.5003779437947,66.5924612771281
"Chennai",20,14.96625,78.5003779437947,63.5341279437947
"Chennai",21,48.3241666666667,78.5003779437947,30.1762112771281
"Chennai",22,65.0379166666667,78.5003779437947,13.4624612771281
"Chennai",23,120.292105263158,78.5003779437947,41.7917273193632
"Chennai",24,35.8133333333333,78.5003779437947,42.6870446104614
"Chennai",25,20.53875,78.5003779437947,57.9616279437947
"Chennai",26,27.715,78.5003779437947,50.7853779437947
"Chennai",27,49.2804166666667,78.5003779437947,29.2199612771281
"Chennai",28,50.3991666666667,78.5003779437947,28.1012112771281
"Chennai",29,43.6154166666667,78.5003779437947,34.8849612771281
"Chennai",30,65.9088235294118,78.5003779437947,12.591554414383
"Chennai",31,62.30875,78.5003779437947,16.1916279437947
"Chennai",32,61.7957142857143,78.5003779437947,16.7046636580804
"Chennai",33,75.43,78.5003779437947,3.07037794379474
"Chennai",34,79.0925,78.5003779437947,0.59212205620527
"Chennai",35,87.5466666666667,78.5003779437947,9.04628872287194
"Chennai",36,159.400588235294,78.5003779437947,80.9002102914994
"Chennai",37,171.116,78.5003779437947,92.6156220562053
"Chennai",38,135.310526315789,78.5003779437947,56.8101483719947
"Chennai",39,111.329583333333,78.5003779437947,32.8292053895386
"Chennai",40,61.45375,78.5003779437947,17.0466279437947
"Chennai",41,54.7070833333333,78.5003779437947,23.7932946104614
"Chennai",42,29.6779166666667,78.5003779437947,48.8224612771281
"Chennai",43,55.2195833333333,78.5003779437947,23.2807946104614
"Chennai",44,43.4154166666667,78.5003779437947,35.0849612771281
"Chennai",45,33.5504166666667,78.5003779437947,44.9499612771281
"Chennai",46,80.5966666666667,78.5003779437947,2.09628872287193
"Chennai",47,100.432631578947,78.5003779437947,21.9322536351526
"Chennai",48,104.907142857143,78.5003779437947,26.4067649133481
"Chennai",49,89.3914285714286,78.5003779437947,10.8910506276338
"Chennai",50,57.8708333333333,78.5003779437947,20.6295446104614
"Chennai",51,86.9134782608696,78.5003779437947,8.41310031707484
"Chennai",52,59.00875,78.5003779437947,19.4916279437947
"Chennai",53,44.2866666666667,78.5003779437947,34.2137112771281
"Chennai",54,16.5358333333333,78.5003779437947,61.9645446104614
"Chennai",55,59.5068421052632,78.5003779437947,18.9935358385316
"Chennai",56,61.182,78.5003779437947,17.3183779437947
"Chennai",57,68.5704166666667,78.5003779437947,9.92996127712806
"Chennai",58,83.99,78.5003779437947,5.48962205620526
"Bengaluru",1,58.754347826087,38.3620833333333,20.3922644927536
"Bengaluru",2,32.2184210526316,38.3620833333333,6.14366228070175
"Bengaluru",3,15.1683333333333,38.3620833333333,23.19375
"Bengaluru",4,8.5575,38.3620833333333,29.8045833333333
"Bengaluru",5,8.56375,38.3620833333333,29.7983333333333
"Bengaluru",6,8.98208333333333,38.3620833333333,29.38
"Bengaluru",7,7.8675,38.3620833333333,30.4945833333333
"Bengaluru",8,6.35333333333333,38.3620833333333,32.00875
"Bengaluru",9,6.23583333333333,38.3620833333333,32.12625
"Bengaluru",10,10.5545,38.3620833333333,27.8075833333333
"Bengaluru",11,8.40791666666667,38.3620833333333,29.9541666666667
"Bengaluru",12,8.7225,38.3620833333333,29.6395833333333
"Bengaluru",13,6.42166666666667,38.3620833333333,31.9404166666667
"Bengaluru",14,4.267,38.3620833333333,34.0950833333333
"Bengaluru",15,5.60875,38.3620833333333,32.7533333333333
"Bengaluru",16,6.03045454545455,38.3620833333333,32.3316287878788
"Bengaluru",17,10.0495833333333,38.3620833333333,28.3125
"Bengaluru",18,5.79739130434783,38.3620833333333,32.5646920289855
"Bengaluru",19,14.0029166666667,38.3620833333333,24.3591666666667
"Bengaluru",20,30.6047826086957,38.3620833333333,7.75730072463768
"Bengaluru",21,47.4557142857143,38.3620833333333,9.09363095238096
"Bengaluru",22,26.3783333333333,38.3620833333333,11.98375
"Bengaluru",23,14.265,38.3620833333333,24.0970833333333
"Bengaluru",24,7.1725,38.3620833333333,31.1895833333333
"Bengaluru",25,17.0316666666667,38.3620833333333,21.3304166666667
"Bengaluru",26,17.04625,38.3620833333333,21.3158333333333
"Bengaluru",27,24.1525,38.3620833333333,14.2095833333333
"Bengaluru",28,17.78625,38.3620833333333,20.5758333333333
"Bengaluru",29,33.3595833333333,38.3620833333333,5.0025
"Bengaluru",30,30.8620833333333,38.3620833333333,7.5
"Bengaluru",31,20.1479166666667,38.3620833333333,18.2141666666667
"Bengaluru",32,11.39625,38.3620833333333,26.9658333333333
"Bengaluru",33,17.82875,38.3620833333333,20.5333333333333
"Bengaluru",34,53.6516666666667,38.3620833333333,15.2895833333333
"Bengaluru",35,61.3095454545455,38.3620833333333,22.9474621212121
"Bengaluru",36,51.895,38.3620833333333,13.5329166666667
"Bengaluru",37,60.6733333333333,38.3620833333333,22.31125
"Bengaluru",38,86.4329166666667,38.3620833333333,48.0708333333333
"Bengaluru",39,34.1695833333333,38.3620833333333,4.1925
"Bengaluru",40,28.085,38.3620833333333,10.2770833333333
"Bengaluru",41,22.6875,38.3620833333333,15.6745833333333
"Bengaluru",42,39.4766666666667,38.3620833333333,1.11458333333334
"Bengaluru",43,19.0783333333333,38.3620833333333,19.28375
"Bengaluru",44,7.82875,38.3620833333333,30.5333333333333
"Bengaluru",45,17.47875,38.3620833333333,20.8833333333333
"Bengaluru",46,32.5383333333333,38.3620833333333,5.82375
"Bengaluru",47,57.6979166666667,38.3620833333333,19.3358333333333
"Bengaluru",48,59.3429166666667,38.3620833333333,20.9808333333333
"Bengaluru",49,52.0079166666667,38.3620833333333,13.6458333333333
"Bengaluru",50,39.6325,38.3620833333333,1.27041666666667
"Bengaluru",51,39.41375,38.3620833333333,1.05166666666667
"Bengaluru",52,18.3179166666667,38.3620833333333,20.0441666666667
"Bengaluru",53,13.0625,38.3620833333333,25.2995833333333
"Bengaluru",54,21.0684210526316,38.3620833333333,17.2936622807018
"Bengaluru",55,41.73,38.3620833333333,3.36791666666667
"Bengaluru",56,32.47875,38.3620833333333,5.88333333333333
"Bengaluru",57,31.8635714285714,38.3620833333333,6.4985119047619
"Hyderabad",1,139.933,204.88713019561,64.9541301956098
"Hyderabad",2,145.444090909091,193.000134139083,47.5560432299917
"Hyderabad",3,202.649047619048,183.336098546765,19.312949072283
"Hyderabad",4,106.10875,175.479312569427,69.370562569427
"Hyderabad",5,81.60375,169.091806511114,87.4880565111136
"Hyderabad",6,104.007083333333,163.898813630478,59.8917302971448
"Hyderabad",7,43.4225,159.676950698038,116.254450698038
"Hyderabad",8,29.5170833333333,156.244608880898,126.727525547565
"Hyderabad",9,22.8254166666667,153.454141606568,130.628724939901
"Hyderabad",10,45.50375,151.185513356832,105.681763356832
"Hyderabad",11,102.613043478261,149.341136186442,46.7280927081808
"Hyderabad",12,83.46625,147.84167185285,64.3754218528495
"Hyderabad",13,41.2520833333333,146.622618980254,105.37053564692
"Hyderabad",14,50.7573684210526,145.631538450432,94.8741700293798
"Hyderabad",15,30.0733333333333,144.825797667017,114.752464333683
"Hyderabad",16,48.8025,144.170736659839,95.3682366598387
"Hyderabad",17,111.375416666667,143.638177141992,32.2627604753254
"Hyderabad",18,122.609090909091,143.205210384788,20.5961194756966
"Hyderabad",19,39.0233333333333,142.853211769493,103.829878436159
"Hyderabad",20,19.7883333333333,142.567039625539,122.778706292206
"Hyderabad",21,17.55875,142.334383892204,124.775633892204
"Hyderabad",22,83.4316666666667,142.145236585599,58.713569918932
"Hyderabad",23,77.5066666666667,141.991461292452,64.4847946257858
"Hyderabad",24,76.82375,141.866443171885,65.0426931718846
"Hyderabad",25,91.5670833333333,141.764804409568,50.1977210762343
"Hyderabad",26,87.3704166666667,141.682172884166,54.3117562174997
"Hyderabad",27,93.0933333333333,141.614994094948,48.5216607616142
"Hyderabad",28,104.706666666667,141.560378260386,36.8537115937192
"Hyderabad",29,99.0379166666667,141.515976010516,42.4780593438489
"Hyderabad",30,115.980833333333,141.479877325778,25.4990439924443
"Hyderabad",31,144.718333333333,141.450529375086,3.2678039582477
"Hyderabad",32,139.299583333333,141.426669718811,2.12708638547747
"Hyderabad",33,110.684782608696,141.407272003327,30.7224893946315
"Hyderabad",34,116.768260869565,141.391501811097,24.6232409415323
"Hyderabad",35,146.366818181818,141.378680767137,4.98813741468169
"Hyderabad",36,190.263333333333,141.368257357843,48.8950759754905
"Hyderabad",37,267.507857142857,141.359783206936,126.148073935921
"Hyderabad",38,241.2405,141.352893787979,99.8876062120207
"Hyderabad",39,186.265238095238,141.347292743805,44.9179453514331
"Hyderabad",40,190.18625,141.342739138336,48.8435108616641
"Hyderabad",41,222.2825,141.33903709241,80.9434629075903
"Hyderabad",42,215.12,141.336027357787,73.7839726422134
"Hyderabad",43,182.077916666667,141.333580466883,40.7443361997836
"Hyderabad",44,136.247083333333,141.331591163558,5.08450783022451
"Hyderabad",45,98.7275,141.329973875384,42.6024738753845
"Hyderabad",46,116.989583333333,141.328659032644,24.3390756993108
"Hyderabad",47,148.848333333333,141.327590075695,7.5207432576386
"Hyderabad",48,122.88625,141.326721021986,18.4404710219863
"Hyderabad",49,122.374583333333,141.326014488062,18.9514311547288
"Hyderabad",50,132.573333333333,141.325440081462,8.75210674812868
"Hyderabad",51,95.5716666666667,141.324973093352,45.7533064266849
"Hyderabad",52,91.9870833333333,141.32459343564,49.3375101023066
"Hyderabad",53,57.4208333333333,141.324284776865,83.9034514435318
"Hyderabad",54,64.6058333333333,141.324033839675,76.7182005063421
"Hyderabad",55,103.355263157895,141.323829829687,37.9685666717918
"Hyderabad",56,105.872,141.323663971148,35.451663971148
"Hyderabad",57,162.855833333333,141.323529129443,21.5323042038906
"Hyderabad",58,146.015,141.323419504182,4.69158049581785
"Pune",1,109.914285714286,114.850493788936,4.93620807464991
"Pune",2,130.310833333333,98.7551098777129,31.5557234556205
"Pune",3,156.488,99.8398703612928,56.6481296387072
"Pune",4,152.202727272727,100.226772408496,51.9759548642308
"Pune",5,141.480833333333,100.364768949112,41.1160643842214
"Pune",6,102.412727272727,100.413988242107,1.99873903061996
"Pune",7,105.440833333333,100.431543311185,5.00929002214848
"Pune",8,110.15125,100.437804686178,9.7134453138225
"Pune",9,102.752083333333,100.44003793383,2.3120453995038
"Pune",10,33.0757142857143,100.440834467352,67.3651201816372
"Pune",11,34.2816666666667,100.441118567349,66.159451900682
"Pune",12,37.855,100.441219897432,62.5862198974323
"Pune",13,62.5152173913043,100.441256038882,37.926038647578
"Pune",14,87.4104761904762,100.441268929471,13.0307927389946
"Pune",15,88.8913636363636,100.441273527163,11.5499098907996
"Pune",16,89.957,100.441275167024,10.4842751670244
"Pune",17,77.2741666666667,100.441275751915,23.1671090852479
"Pune",18,56.9670833333333,100.441275960528,43.4741926271942
"Pune",19,76.7883333333333,100.441276034934,23.6529427016004
"Pune",20,68.0204166666667,100.441276061472,32.4208593948055
"Pune",21,39.93,100.441276070938,60.5112760709376
"Pune",22,55.8475,100.441276074314,44.5937760743137
"Pune",23,75.0573913043478,100.441276075518,25.38388477117
"Pune",24,75.1466666666667,100.441276075947,25.2946094092807
"Pune",25,54.6979166666667,100.4412760761,45.7433594094338
"Pune",26,73.8629166666667,100.441276076155,26.5783594094885
"Pune",27,98.015,100.441276076175,2.42627607617462
"Pune",28,110.063529411765,100.441276076182,9.62225333558314
"Pune",29,102.167083333333,100.441276076184,1.7258072571493
"Pune",30,93.2679166666667,100.441276076185,7.17335940951826
"Pune",31,94.4083333333333,100.441276076185,6.0329427428519
"Pune",32,102.392916666667,100.441276076185,1.95164059048132
"Pune",33,100.649166666667,100.441276076185,0.207890590481284
"Pune",34,80.1454166666667,100.441276076185,20.2958594095187
"Pune",35,95.5958333333333,100.441276076185,4.84544274285207
"Pune",36,136.887916666667,100.441276076185,36.4466405904813
"Pune",37,176.840869565217,100.441276076185,76.399593489032
"Pune",38,173.97652173913,100.441276076185,73.535245662945
"Pune",39,114.915833333333,100.441276076185,14.4745572571479
"Pune",40,166.709166666667,100.441276076185,66.2678905904813
"Pune",41,207.8025,100.441276076185,107.361223923815
"Pune",42,217.577826086957,100.441276076185,117.136550010771
"Pune",43,174.641666666667,100.441276076185,74.2003905904813
"Pune",44,175.335416666667,100.441276076185,74.8941405904813
"Pune",45,153.082083333333,100.441276076185,52.6408072571479
"Pune",46,123.627916666667,100.441276076185,23.1866405904813
"Pune",47,95.98,100.441276076185,4.4612760761854
"Pune",48,111.07,100.441276076185,10.6287239238146
"Pune",49,140.001428571429,100.441276076185,39.5601524952432
"Pune",50,167.050416666667,100.441276076185,66.6091405904813
"Pune",51,138.321666666667,100.441276076185,37.8803905904813
"Pune",52,100.424583333333,100.441276076185,0.0166927428520722
"Pune",53,55.6016666666667,100.441276076185,44.8396094095187
"Pune",54,43.8529166666667,100.441276076185,56.5883594095187
"Pune",55,55.391052631579,100.441276076185,45.0502234446065
"Pune",56,61.944,100.441276076185,38.4972760761854
"Pune",57,68.8470833333333,100.441276076185,31.5941927428521
"Pune",58,100.862142857143,100.441276076185,0.420866780957454
"Jaipur",1,96.3920833333333,131.602799050283,35.2107157169501
"Jaipur",2,153.712083333333,117.366282342081,36.3458009912523
"Jaipur",3,132.78875,109.083874012327,23.7048759876727
"Jaipur",4,126.30652173913,104.26539986259,22.0411218765401
"Jaipur",5,116.177083333333,101.462146001237,14.714937332096
"Jaipur",6,131.258636363636,99.8312910942707,31.4273452693657
"Jaipur",7,115.622916666667,98.8825051979076,16.7404114687591
"Jaipur",8,112.941666666667,98.3305280273499,14.6111386393168
"Jaipur",9,122.869583333333,98.0094031055053,24.860180227828
"Jaipur",10,126.289166666667,97.8225815829313,28.4665850837354
"Jaipur",11,159.819545454545,97.7138940320044,62.1056514225411
"Jaipur",12,146.774583333333,97.6506626464353,49.1239206868981
"Jaipur",13,64.37875,97.6138763899883,33.2351263899883
"Jaipur",14,96.6395833333333,97.5924751720456,0.952891838712276
"Jaipur",15,88.585,97.5800245403786,8.99502454037859
"Jaipur",16,153.8725,97.5727811101531,56.2997188898469
"Jaipur",17,92.4795833333333,97.5685670844848,5.08898375115149
"Jaipur",18,76.46875,97.5661154818904,21.0973654818904
"Jaipur",19,79.1554166666667,97.5646892078822,18.4092725412155
"Jaipur",20,56.61,97.5638594414464,40.9538594414464
"Jaipur",21,78.2908333333333,97.5633767064783,19.272543373145
"Jaipur",22,62.1045833333333,97.5630958647385,35.4585125314052
"Jaipur",23,91.9890909090909,97.5629324788477,5.57384156975675
"Jaipur",24,93.6333333333333,97.5628374254936,3.92950409216024
"Jaipur",25,81.9071428571429,97.5627821261035,15.6556392689606
"Jaipur",26,78.476,97.5627499544607,19.0867499544607
"Jaipur",27,93.24875,97.5627312378963,4.31398123789631
"Jaipur",28,92.5245833333333,97.5627203491212,5.03813701578785
"Jaipur",29,115.639523809524,97.5627140143355,18.0768097951883
"Jaipur",30,117.428571428571,97.5627103289339,19.8658610996375
"Jaipur",31,89.7066666666667,97.5627081848701,7.85604151820343
"Jaipur",32,95.564347826087,97.5627069375135,1.99835911142658
"Jaipur",33,84.4333333333333,97.5627062118363,13.1293728785029
"Jaipur",34,81.1825,97.5627057896575,16.3802057896575
"Jaipur",35,80.5625,97.5627055440457,17.0002055440457
"Jaipur",36,118.780952380952,97.5627054011555,21.2182469797968
"Jaipur",37,108.915416666667,97.5627053180261,11.3527113486406
"Jaipur",38,129.58375,97.5627052696637,32.0210447303364
"Jaipur",39,230.494583333333,97.5627052415278,132.931878091806
"Jaipur",40,167.447916666667,97.5627052251591,69.8852114415076
"Jaipur",41,174.250416666667,97.5627052156362,76.6877114510305
"Jaipur",42,119.841666666667,97.5627052100961,22.2789614565706
"Jaipur",43,126.797916666667,97.562705206873,29.2352114597937
"Jaipur",44,166.245,97.5627052049979,68.6822947950021
"Jaipur",45,234.304736842105,97.562705203907,136.742031638198
"Jaipur",46,263.4625,97.5627052032724,165.899794796728
"Jaipur",47,236.240588235294,97.5627052029031,138.677883032391
"Jaipur",48,226.565,97.5627052026883,129.002294797312
"Jaipur",49,130.49,97.5627052025634,32.9272947974366
"Jaipur",50,135.967083333333,97.5627052024907,38.4043781308427
"Jaipur",51,159.534166666667,97.5627052024484,61.9714614642183
"Jaipur",52,134.4875,97.5627052024238,36.9247947975762
"Jaipur",53,144.63652173913,97.5627052024095,47.073816536721
"Jaipur",54,171.995416666667,97.5627052024011,74.4327114642655
"Jaipur",55,177.793157894737,97.5627052023963,80.2304526923406
"Jaipur",56,159.564,97.5627052023935,62.0012947976065
"Jaipur",57,156.837916666667,97.5627052023918,59.2752114642748
"Jaipur",58,130.910714285714,97.5627052023909,33.3480090833234
